patient_index,mean_pairwise_cosine,pair_cosines
59,0.36213827,"{""0-1"": 0.3621382713317871}"
60,0.15714666,"{""0-1"": 0.1571466624736786}"
61,0.10682734,"{""0-1"": 0.10682734102010727}"
62,0.99974680,"{""0-1"": 0.9997467994689941}"
63,-0.09473986,"{""0-1"": -0.09473986178636551}"
64,0.10382731,"{""0-1"": 0.10382730513811111}"
65,0.07509924,"{""0-1"": 0.07509924471378326}"
66,0.52941245,"{""0-1"": 0.5294124484062195}"
67,0.02983160,"{""0-1"": 0.029831599444150925}"
68,-0.10884469,"{""0-1"": -0.10884469002485275}"
69,0.99998337,"{""0-1"": 0.9999833703041077}"
70,0.17690356,"{""0-1"": 0.17690356075763702}"
71,0.00077100,"{""0-1"": 0.0007709972560405731}"
72,0.09934009,"{""0-1"": 0.09934008866548538}"
73,0.18620940,"{""0-1"": 0.18620939552783966}"
74,0.63641107,"{""0-1"": 0.6364110708236694}"
75,0.01960073,"{""0-1"": 0.01960073411464691}"
76,0.19156134,"{""0-1"": 0.19156134128570557}"
77,0.20389692,"{""0-1"": 0.2038969248533249}"
78,0.19037046,"{""0-1"": 0.19037045538425446}"
79,0.17482325,"{""0-1"": 0.17482325434684753}"
80,0.27286011,"{""0-1"": 0.2728601098060608}"
81,0.27034152,"{""0-1"": 0.27034151554107666}"
82,0.22843163,"{""0-1"": 0.22843162715435028}"
83,0.50384742,"{""0-1"": 0.5038474202156067}"
84,0.99999648,"{""0-1"": 0.9999964833259583}"
85,0.00287345,"{""0-1"": 0.0028734540101140738}"
86,0.13443749,"{""0-1"": 0.13443748652935028}"
87,0.05514381,"{""0-1"": 0.0551438108086586}"
88,0.16041106,"{""0-1"": 0.1604110598564148}"
89,0.19438705,"{""0-1"": 0.1943870484828949}"
90,0.02144050,"{""0-1"": 0.021440500393509865}"
91,0.99996710,"{""0-1"": 0.999967098236084}"
92,0.03401902,"{""0-1"": 0.03401901572942734}"
93,-0.03152995,"{""0-1"": -0.031529951840639114}"
94,0.34820122,"{""0-1"": 0.3482012152671814}"
95,0.43675625,"{""0-1"": 0.4367562532424927}"
96,0.99999410,"{""0-1"": 0.9999940991401672}"
97,-0.12183435,"{""0-1"": -0.12183434516191483}"
98,-0.04204328,"{""0-1"": -0.042043279856443405}"
99,0.00000000,{}
100,0.09754780,"{""0-1"": 0.09754779934883118}"
101,0.99999613,"{""0-1"": 0.9999961256980896}"
102,0.05200354,"{""0-1"": 0.05200354382395744}"
103,0.11045423,"{""0-1"": 0.11045423150062561}"
104,0.01679909,"{""0-1"": 0.016799094155430794}"
105,0.14215215,"{""0-1"": 0.14215214550495148}"
106,0.31944036,"{""0-1"": 0.3194403648376465}"
107,0.19343528,"{""0-1"": 0.19343528151512146}"
108,0.02962112,"{""0-1"": 0.029621124267578125}"
109,0.06472220,"{""0-1"": 0.0647222027182579}"
110,-0.11311402,"{""0-1"": -0.11311402171850204}"
111,0.15455972,"{""0-1"": 0.15455971658229828}"
112,-0.02784528,"{""0-1"": -0.02784528024494648}"
113,0.17125061,"{""0-1"": 0.1712506115436554}"
114,0.00000000,{}
115,0.00000000,{}
116,0.40795407,"{""0-1"": 0.40795406699180603}"
117,0.52603680,"{""0-1"": 0.52603679895401}"
118,0.00000000,{}
119,0.15049405,"{""0-1"": 0.1504940539598465}"
120,0.99552268,"{""0-1"": 0.995522677898407}"
121,0.03186413,"{""0-1"": 0.03186413273215294}"
122,0.12643546,"{""0-1"": 0.12643545866012573}"
123,0.99998116,"{""0-1"": 0.999981164932251}"
124,0.42072535,"{""0-1"": 0.42072534561157227}"
125,-0.00892451,"{""0-1"": -0.008924508467316628}"
126,0.37248415,"{""0-1"": 0.37248414754867554}"
127,0.00000000,{}
128,0.00000000,{}
129,0.99999899,"{""0-1"": 0.9999989867210388}"
130,0.11521909,"{""0-1"": 0.11521908640861511}"
131,0.25875801,"{""0-1"": 0.258758008480072}"
132,0.00000000,{}
133,-0.05691007,"{""0-1"": -0.05691006779670715}"
134,0.47328144,"{""0-1"": 0.4732814431190491}"
135,0.05849862,"{""0-1"": 0.05849861726164818}"
136,0.08836550,"{""0-1"": 0.08836550265550613}"
137,0.23163782,"{""0-1"": 0.23163782060146332}"
138,0.06442501,"{""0-1"": 0.0644250139594078}"
139,0.69648618,"{""0-1"": 0.6964861750602722}"
140,0.33396488,"{""0-1"": 0.33396488428115845}"
141,-0.06051519,"{""0-1"": -0.06051518768072128}"
142,0.20665421,"{""0-1"": 0.20665420591831207}"
143,0.16384169,"{""0-1"": 0.16384169459342957}"
144,0.54403806,"{""0-1"": 0.5440380573272705}"
145,0.03451395,"{""0-1"": 0.03451394662261009}"
146,0.01538235,"{""0-1"": 0.015382354147732258}"
147,0.40257004,"{""0-1"": 0.40257003903388977}"
148,0.27385706,"{""0-1"": 0.273857057094574}"
149,0.13135950,"{""0-1"": 0.1313595026731491}"
150,-0.02932514,"{""0-1"": -0.029325135052204132}"
151,0.91303182,"{""0-1"": 0.913031816482544}"
152,0.23908509,"{""0-1"": 0.2390850931406021}"
153,0.08951187,"{""0-1"": 0.08951187133789062}"
154,0.02746582,"{""0-1"": 0.02746582217514515}"
155,0.05514371,"{""0-1"": 0.05514371395111084}"
156,0.25933564,"{""0-1"": 0.25933563709259033}"
157,0.05091086,"{""0-1"": 0.05091086030006409}"
158,-0.07520720,"{""0-1"": -0.07520720362663269}"
159,0.35671729,"{""0-1"": 0.3567172884941101}"
160,0.28498632,"{""0-1"": 0.28498631715774536}"
161,0.34224772,"{""0-1"": 0.34224772453308105}"
162,0.99963653,"{""0-1"": 0.9996365308761597}"
163,0.08399525,"{""0-1"": 0.08399525284767151}"
164,-0.00025165,"{""0-1"": -0.0002516545355319977}"
165,0.29689217,"{""0-1"": 0.2968921661376953}"
166,0.07431873,"{""0-1"": 0.07431872934103012}"
167,0.05857924,"{""0-1"": 0.05857923999428749}"
168,0.03451395,"{""0-1"": 0.03451394662261009}"
169,0.00000000,{}
170,0.27042010,"{""0-1"": 0.270420104265213}"
171,0.20722084,"{""0-1"": 0.20722083747386932}"
172,0.00000000,{}
173,-0.00377626,"{""0-1"": -0.0037762634456157684}"
174,0.01041353,"{""0-1"": 0.010413531213998795}"
175,0.64114529,"{""0-1"": 0.6411452889442444}"
176,0.08032295,"{""0-1"": 0.08032295107841492}"
177,0.25963357,"{""0-1"": 0.2596335709095001}"
178,0.43520805,"{""0-1"": 0.4352080523967743}"
179,0.21686876,"{""0-1"": 0.21686875820159912}"
180,0.03451395,"{""0-1"": 0.03451394662261009}"
181,0.07503815,"{""0-1"": 0.07503814995288849}"
182,0.40303397,"{""0-1"": 0.403033971786499}"
183,0.00651216,"{""0-1"": 0.006512156687676907}"
184,0.15254495,"{""0-1"": 0.15254494547843933}"
185,0.01828252,"{""0-1"": 0.018282515928149223}"
186,0.99995530,"{""0-1"": 0.9999552965164185}"
187,0.99999869,"{""0-1"": 0.9999986886978149}"
188,0.06679539,"{""0-1"": 0.06679539382457733}"
189,0.99999779,"{""0-1"": 0.9999977946281433}"
190,0.14976537,"{""0-1"": 0.14976537227630615}"
191,0.03851038,"{""0-1"": 0.03851037845015526}"
192,-0.00809606,"{""0-1"": -0.008096055127680302}"
193,0.00070217,"{""0-1"": 0.0007021655328571796}"
194,0.05340829,"{""0-1"": 0.05340828746557236}"
195,0.19711635,"{""0-1"": 0.19711634516716003}"
196,-0.01492825,"{""0-1"": -0.01492825336754322}"
197,0.30968654,"{""0-1"": 0.309686541557312}"
198,-0.09962146,"{""0-1"": -0.09962145984172821}"
199,0.22094332,"{""0-1"": 0.22094331681728363}"
200,0.07935295,"{""0-1"": 0.07935294508934021}"
201,0.99998522,"{""0-1"": 0.9999852180480957}"
202,0.17922132,"{""0-1"": 0.17922131717205048}"
203,0.07902485,"{""0-1"": 0.07902485132217407}"
204,0.19778651,"{""0-1"": 0.19778650999069214}"
205,0.22249065,"{""0-1"": 0.22249065339565277}"
206,0.32830104,"{""0-1"": 0.3283010423183441}"
207,0.58554810,"{""0-1"": 0.5855481028556824}"
208,0.20236024,"{""0-1"": 0.20236024260520935}"
209,0.66381133,"{""0-1"": 0.6638113260269165}"
210,0.00000000,{}
211,0.27385706,"{""0-1"": 0.273857057094574}"
212,0.99976873,"{""0-1"": 0.9997687339782715}"
213,0.51960552,"{""0-1"": 0.5196055173873901}"
214,0.00294668,"{""0-1"": 0.0029466813430190086}"
215,0.00000000,{}
216,0.69297993,"{""0-1"": 0.6929799318313599}"
217,0.12140322,"{""0-1"": 0.12140321731567383}"
218,0.99999565,"{""0-1"": 0.9999956488609314}"
219,-0.05691007,"{""0-1"": -0.05691006779670715}"
220,0.99999422,"{""0-1"": 0.9999942183494568}"
221,0.61096817,"{""0-1"": 0.6109681725502014}"
222,0.10417254,"{""0-1"": 0.10417254269123077}"
223,-0.00216757,"{""0-1"": -0.002167565282434225}"
224,0.99999601,"{""0-1"": 0.9999960064888}"
225,0.07264056,"{""0-1"": 0.072640560567379}"
226,-0.09473986,"{""0-1"": -0.09473986178636551}"
227,0.04914854,"{""0-1"": 0.049148544669151306}"
228,0.17411353,"{""0-1"": 0.17411352694034576}"
229,0.13468583,"{""0-1"": 0.13468582928180695}"
230,0.99998134,"{""0-1"": 0.9999813437461853}"
231,-0.01403061,"{""0-1"": -0.014030614867806435}"
232,0.19488244,"{""0-1"": 0.19488243758678436}"
233,0.15455972,"{""0-1"": 0.15455971658229828}"
234,0.09422947,"{""0-1"": 0.09422946721315384}"
235,0.00000000,{}
236,0.11341795,"{""0-1"": 0.11341794580221176}"
237,0.03452488,"{""0-1"": 0.03452487662434578}"
238,0.34932780,"{""0-1"": 0.34932780265808105}"
239,0.28909767,"{""0-1"": 0.2890976667404175}"
240,0.28202760,"{""0-1"": 0.28202760219573975}"
241,0.04390877,"{""0-1"": 0.04390876740217209}"
242,0.03376446,"{""0-1"": 0.03376445919275284}"
243,0.52617109,"{""0-1"": 0.526171088218689}"
244,0.30439213,"{""0-1"": 0.30439212918281555}"
245,0.09434161,"{""0-1"": 0.09434161335229874}"
246,0.88606900,"{""0-1"": 0.8860689997673035}"
247,0.08267416,"{""0-1"": 0.08267416059970856}"
248,0.96799779,"{""0-1"": 0.9679977893829346}"
249,0.16929306,"{""0-1"": 0.16929306089878082}"
250,0.33233929,"{""0-1"": 0.3323392868041992}"
251,0.07617870,"{""0-1"": 0.07617869973182678}"
252,-0.02157759,"{""0-1"": -0.021577587351202965}"
253,0.00000000,{}
254,0.00394436,"{""0-1"": 0.003944361582398415}"
255,0.07847691,"{""0-1"": 0.0784769058227539}"
256,0.00527863,"{""0-1"": 0.005278632044792175}"
257,0.63149929,"{""0-1"": 0.6314992904663086}"
258,0.19203198,"{""0-1"": 0.19203197956085205}"
259,0.03001603,"{""0-1"": 0.030016034841537476}"
260,0.01998655,"{""0-1"": 0.019986553117632866}"
261,0.01635607,"{""0-1"": 0.016356073319911957}"
262,0.09000726,"{""0-1"": 0.09000726044178009}"
263,-0.06957423,"{""0-1"": -0.06957422941923141}"
264,0.17858946,"{""0-1"": 0.17858946323394775}"
265,0.68997532,"{""0-1"": 0.6899753212928772}"
266,0.42195898,"{""0-1"": 0.4219589829444885}"
267,0.99999160,"{""0-1"": 0.9999915957450867}"
268,0.18087754,"{""0-1"": 0.18087753653526306}"
269,-0.05103470,"{""0-1"": -0.051034703850746155}"
270,0.94750381,"{""0-1"": 0.9475038051605225}"
271,0.99999553,"{""0-1"": 0.9999955296516418}"
272,0.21600385,"{""0-1"": 0.21600385010242462}"
273,0.00820616,"{""0-1"": 0.008206162601709366}"
274,0.99998647,"{""0-1"": 0.999986469745636}"
275,0.20318604,"{""0-1"": 0.20318603515625}"
276,0.11889528,"{""0-1"": 0.1188952773809433}"
277,0.02696416,"{""0-1"": 0.026964161545038223}"
278,-0.12449467,"{""0-1"": -0.12449467182159424}"
279,0.25298390,"{""0-1"": 0.2529838979244232}"
280,0.02127189,"{""0-1"": 0.02127189189195633}"
281,0.09887809,"{""0-1"": 0.09887808561325073}"
282,0.13709307,"{""0-1"": 0.13709306716918945}"
283,-0.01600757,"{""0-1"": -0.016007568687200546}"
284,-0.04586864,"{""0-1"": -0.0458686426281929}"
285,-0.00158027,"{""0-1"": -0.0015802704729139805}"
286,0.00000000,{}
287,0.00000000,{}
288,-0.03594532,"{""0-1"": -0.03594531863927841}"
289,0.53291696,"{""0-1"": 0.5329169631004333}"
290,0.63799810,"{""0-1"": 0.637998104095459}"
291,0.01325103,"{""0-1"": 0.013251028954982758}"
292,0.11248549,"{""0-1"": 0.11248549073934555}"
293,0.06460325,"{""0-1"": 0.06460325419902802}"
294,0.04738422,"{""0-1"": 0.04738422483205795}"
295,0.08335603,"{""0-1"": 0.08335603028535843}"
296,-0.06051519,"{""0-1"": -0.06051518768072128}"
297,0.27124378,"{""0-1"": 0.27124378085136414}"
298,0.19177143,"{""0-1"": 0.19177143275737762}"
299,-0.01299511,"{""0-1"": -0.012995105236768723}"
300,0.14080906,"{""0-1"": 0.1408090591430664}"
301,0.15641716,"{""0-1"": 0.15641716122627258}"
302,0.36767969,"{""0-1"": 0.3676796853542328}"
303,0.00000000,{}
304,0.41693676,"{""0-1"": 0.4169367551803589}"
305,0.12370356,"{""0-1"": 0.12370356172323227}"
306,0.96529472,"{""0-1"": 0.9652947187423706}"
307,0.57310176,"{""0-1"": 0.5731017589569092}"
308,-0.02293263,"{""0-1"": -0.0229326318949461}"
309,0.25603479,"{""0-1"": 0.256034791469574}"
310,0.12537587,"{""0-1"": 0.1253758668899536}"
311,0.99999380,"{""0-1"": 0.9999938011169434}"
312,0.35336393,"{""0-1"": 0.35336393117904663}"
313,0.20615107,"{""0-1"": 0.2061510682106018}"
314,-0.06041513,"{""0-1"": -0.06041513383388519}"
315,0.00000000,{}
316,0.05200354,"{""0-1"": 0.05200354382395744}"
317,0.31173071,"{""0-1"": 0.3117307126522064}"
318,0.99999076,"{""0-1"": 0.9999907612800598}"
319,0.86459786,"{""0-1"": 0.8645978569984436}"
320,0.11934501,"{""0-1"": 0.11934500932693481}"
321,0.42566508,"{""0-1"": 0.42566508054733276}"
322,0.00000000,{}
323,0.22303112,"{""0-1"": 0.22303111851215363}"
324,0.98711175,"{""0-1"": 0.9871117472648621}"
325,0.99974680,"{""0-1"": 0.9997467994689941}"
326,-0.17254989,"{""0-1"": -0.17254988849163055}"
327,0.46665829,"{""0-1"": 0.4666582942008972}"
328,0.06555969,"{""0-1"": 0.06555968523025513}"
329,0.36568892,"{""0-1"": 0.36568892002105713}"
330,0.55210584,"{""0-1"": 0.5521058440208435}"
331,0.50307769,"{""0-1"": 0.5030776858329773}"
332,0.18514684,"{""0-1"": 0.18514683842658997}"
333,0.25166181,"{""0-1"": 0.2516618072986603}"
334,0.20389692,"{""0-1"": 0.2038969248533249}"
335,0.00000000,{}
336,0.13135950,"{""0-1"": 0.1313595026731491}"
337,0.19100143,"{""0-1"": 0.19100143015384674}"
338,0.13508864,"{""0-1"": 0.13508863747119904}"
339,0.63641107,"{""0-1"": 0.6364110708236694}"
340,-0.17138653,"{""0-1"": -0.17138652503490448}"
341,-0.21485433,"{""0-1"": -0.21485432982444763}"
342,0.14210008,"{""0-1"": 0.14210008084774017}"
343,0.15671261,"{""0-1"": 0.156712606549263}"
344,0.98669720,"{""0-1"": 0.9866971969604492}"
345,0.03976990,"{""0-1"": 0.03976989537477493}"
346,0.13187502,"{""0-1"": 0.13187502324581146}"
347,0.99829698,"{""0-1"": 0.9982969760894775}"
348,0.15745275,"{""0-1"": 0.1574527472257614}"
349,0.06457118,"{""0-1"": 0.06457117944955826}"
350,0.14954534,"{""0-1"": 0.1495453417301178}"
351,-0.07520720,"{""0-1"": -0.07520720362663269}"
352,0.15618536,"{""0-1"": 0.1561853587627411}"
353,0.99999386,"{""0-1"": 0.9999938607215881}"
354,0.99974680,"{""0-1"": 0.9997467994689941}"
355,0.00000000,{}
356,0.99999398,"{""0-1"": 0.9999939799308777}"
357,-0.07566883,"{""0-1"": -0.0756688266992569}"
358,0.27385706,"{""0-1"": 0.273857057094574}"
359,0.99604756,"{""0-1"": 0.9960475564002991}"
360,0.40696642,"{""0-1"": 0.4069664180278778}"
361,0.87682444,"{""0-1"": 0.8768244385719299}"
362,0.07857008,"{""0-1"": 0.07857008278369904}"
363,-0.02157759,"{""0-1"": -0.021577587351202965}"
364,0.07370660,"{""0-1"": 0.07370660454034805}"
365,0.04185134,"{""0-1"": 0.041851337999105453}"
366,0.82821161,"{""0-1"": 0.8282116055488586}"
367,0.98449481,"{""0-1"": 0.9844948053359985}"
368,0.03451395,"{""0-1"": 0.03451394662261009}"
369,-0.04636227,"{""0-1"": -0.046362269669771194}"
370,0.39949253,"{""0-1"": 0.3994925320148468}"
371,0.16384169,"{""0-1"": 0.16384169459342957}"
372,0.27677903,"{""0-1"": 0.27677902579307556}"
373,0.30206487,"{""0-1"": 0.3020648658275604}"
374,-0.17788123,"{""0-1"": -0.17788122594356537}"
375,-0.10109708,"{""0-1"": -0.10109708458185196}"
376,0.05811786,"{""0-1"": 0.05811786279082298}"
377,0.07517024,"{""0-1"": 0.07517024129629135}"
378,0.29700044,"{""0-1"": 0.2970004379749298}"
379,0.11776274,"{""0-1"": 0.1177627444267273}"
380,0.98443156,"{""0-1"": 0.9844315648078918}"
381,0.03649540,"{""0-1"": 0.0364953987300396}"
382,-0.00241808,"{""0-1"": -0.002418078016489744}"
383,0.16093904,"{""0-1"": 0.1609390377998352}"
384,0.99604756,"{""0-1"": 0.9960475564002991}"
385,-0.03987540,"{""0-1"": -0.03987539932131767}"
386,0.02144050,"{""0-1"": 0.021440500393509865}"
387,0.19675434,"{""0-1"": 0.1967543363571167}"
388,0.11746605,"{""0-1"": 0.1174660474061966}"
389,0.99998587,"{""0-1"": 0.9999858736991882}"
390,0.21717510,"{""0-1"": 0.21717509627342224}"
391,0.84876364,"{""0-1"": 0.848763644695282}"
392,0.05112924,"{""0-1"": 0.051129236817359924}"
393,0.17473866,"{""0-1"": 0.17473866045475006}"
394,-0.01988012,"{""0-1"": -0.01988011971116066}"
395,0.16400231,"{""0-1"": 0.16400231420993805}"
396,0.47066355,"{""0-1"": 0.47066354751586914}"
397,-0.04671319,"{""0-1"": -0.04671319201588631}"
398,0.12039817,"{""0-1"": 0.12039817124605179}"
399,0.05242677,"{""0-1"": 0.0524267703294754}"
400,0.39248741,"{""0-1"": 0.39248740673065186}"
401,0.07634613,"{""0-1"": 0.07634612917900085}"
402,0.00000000,{}
403,-0.07339078,"{""0-1"": -0.07339078187942505}"
404,0.08060597,"{""0-1"": 0.08060596883296967}"
405,0.24112666,"{""0-1"": 0.2411266565322876}"
406,0.99999368,"{""0-1"": 0.9999936819076538}"
407,0.61306995,"{""0-1"": 0.6130699515342712}"
408,0.02956144,"{""0-1"": 0.029561439529061317}"
409,0.03825739,"{""0-1"": 0.03825739398598671}"
410,-0.05691007,"{""0-1"": -0.05691006779670715}"
411,0.26917237,"{""0-1"": 0.2691723704338074}"
412,0.00000000,{}
413,0.98711175,"{""0-1"": 0.9871117472648621}"
414,-0.21110728,"{""0-1"": -0.2111072838306427}"
415,0.27890956,"{""0-1"": 0.2789095640182495}"
416,-0.03799227,"{""0-1"": -0.03799227252602577}"
417,0.07424729,"{""0-1"": 0.07424728572368622}"
418,-0.14180279,"{""0-1"": -0.14180278778076172}"
419,0.35696280,"{""0-1"": 0.35696280002593994}"
420,0.00000000,{}
421,0.59570241,"{""0-1"": 0.5957024097442627}"
422,-0.04509336,"{""0-1"": -0.0450933612883091}"
423,0.05387018,"{""0-1"": 0.05387017875909805}"
424,0.42164072,"{""0-1"": 0.4216407239437103}"
425,0.99974680,"{""0-1"": 0.9997467994689941}"
426,0.26888922,"{""0-1"": 0.2688892185688019}"
427,0.43138710,"{""0-1"": 0.4313870966434479}"
428,0.10165710,"{""0-1"": 0.10165710002183914}"
429,0.07736874,"{""0-1"": 0.07736874371767044}"
430,0.05413035,"{""0-1"": 0.05413035303354263}"
431,0.06988650,"{""0-1"": 0.06988649815320969}"
432,0.06852750,"{""0-1"": 0.06852750480175018}"
433,0.04594255,"{""0-1"": 0.045942552387714386}"
434,0.00000000,{}
435,-0.03296841,"{""0-1"": -0.03296841308474541}"
436,0.27034152,"{""0-1"": 0.27034151554107666}"
437,-0.05928722,"{""0-1"": -0.059287216514348984}"
438,-0.11313945,"{""0-1"": -0.11313945055007935}"
439,0.33233929,"{""0-1"": 0.3323392868041992}"
440,0.25875801,"{""0-1"": 0.258758008480072}"
441,-0.04172228,"{""0-1"": -0.04172228276729584}"
442,-0.02566879,"{""0-1"": -0.025668790563941002}"
443,0.13233277,"{""0-1"": 0.13233277201652527}"
444,0.29241648,"{""0-1"": 0.2924164831638336}"
445,0.26324442,"{""0-1"": 0.2632444202899933}"
446,0.79347312,"{""0-1"": 0.7934731245040894}"
447,0.00000000,{}
448,0.67402977,"{""0-1"": 0.6740297675132751}"
449,0.20389692,"{""0-1"": 0.2038969248533249}"
450,0.56866837,"{""0-1"": 0.5686683654785156}"
451,0.37168172,"{""0-1"": 0.37168172001838684}"
452,0.30439213,"{""0-1"": 0.30439212918281555}"
453,0.31571400,"{""0-1"": 0.3157140016555786}"
454,0.31447765,"{""0-1"": 0.3144776523113251}"
455,0.12639847,"{""0-1"": 0.1263984739780426}"
456,0.25366297,"{""0-1"": 0.25366297364234924}"
457,0.06297502,"{""0-1"": 0.06297501921653748}"
458,0.00000000,{}
459,-0.01349723,"{""0-1"": -0.013497226871550083}"
460,0.11958224,"{""0-1"": 0.11958224326372147}"
461,0.23168963,"{""0-1"": 0.23168963193893433}"
462,0.99999624,"{""0-1"": 0.9999962449073792}"
463,0.23510425,"{""0-1"": 0.2351042479276657}"
464,0.07913035,"{""0-1"": 0.07913035154342651}"
465,0.13740370,"{""0-1"": 0.1374036967754364}"
466,0.64561617,"{""0-1"": 0.6456161737442017}"
467,0.01589667,"{""0-1"": 0.015896672382950783}"
468,0.23768459,"{""0-1"": 0.23768459260463715}"
469,0.37039343,"{""0-1"": 0.37039342522621155}"
470,0.99999404,"{""0-1"": 0.9999940395355225}"
471,0.33008930,"{""0-1"": 0.3300893008708954}"
472,0.05200354,"{""0-1"": 0.05200354382395744}"
473,0.99874252,"{""0-1"": 0.9987425208091736}"
474,0.04910770,"{""0-1"": 0.04910770058631897}"
475,0.27753070,"{""0-1"": 0.277530699968338}"
476,0.99745119,"{""0-1"": 0.9974511861801147}"
477,0.99981594,"{""0-1"": 0.9998159408569336}"
478,0.03001603,"{""0-1"": 0.030016034841537476}"
479,0.00000000,{}
480,0.45331568,"{""0-1"": 0.4533156752586365}"
481,0.49139619,"{""0-1"": 0.4913961887359619}"
482,-0.05691007,"{""0-1"": -0.05691006779670715}"
483,-0.07324234,"{""0-1"": -0.07324233651161194}"
484,-0.07727383,"{""0-1"": -0.07727383077144623}"
485,0.64561617,"{""0-1"": 0.6456161737442017}"
486,0.25831667,"{""0-1"": 0.25831666588783264}"
487,0.00481767,"{""0-1"": 0.004817672073841095}"
488,0.08896247,"{""0-1"": 0.08896246552467346}"
489,0.03001603,"{""0-1"": 0.030016034841537476}"
490,0.12440255,"{""0-1"": 0.12440255284309387}"
491,0.99998295,"{""0-1"": 0.9999829530715942}"
492,0.00000000,{}
493,0.96244901,"{""0-1"": 0.9624490141868591}"
494,0.01463944,"{""0-1"": 0.014639442786574364}"
495,0.03001603,"{""0-1"": 0.030016034841537476}"
496,-0.01449015,"{""0-1"": -0.01449014525860548}"
497,0.01000946,"{""0-1"": 0.01000946294516325}"
498,0.17819360,"{""0-1"": 0.178193598985672}"
499,0.03954200,"{""0-1"": 0.039542004466056824}"
500,0.12072070,"{""0-1"": 0.12072069942951202}"
501,0.99997014,"{""0-1"": 0.9999701380729675}"
502,0.53213418,"{""0-1"": 0.5321341753005981}"
503,0.19778651,"{""0-1"": 0.19778650999069214}"
504,0.04371499,"{""0-1"": 0.043714988976716995}"
505,0.37727931,"{""0-1"": 0.3772793114185333}"
506,0.32905942,"{""0-1"": 0.3290594220161438}"
507,0.03001603,"{""0-1"": 0.030016034841537476}"
508,-0.07520720,"{""0-1"": -0.07520720362663269}"
509,0.22603381,"{""0-1"": 0.22603380680084229}"
510,0.08670081,"{""0-1"": 0.08670081198215485}"
511,0.99999720,"{""0-1"": 0.9999971985816956}"
512,0.50384742,"{""0-1"": 0.5038474202156067}"
513,-0.02569165,"{""0-1"": -0.025691650807857513}"
514,0.57913649,"{""0-1"": 0.5791364908218384}"
